timestamp,open,high,low,close
1634230800000,1.07042,1.07073,1.07038,1.07048
1634234400000,1.07048,1.07104,1.07037,1.07103
1634238000000,1.07102,1.07116,1.07065,1.07108
1634241600000,1.07109,1.07134,1.07028,1.07028
1634245200000,1.07028,1.0707,1.0692,1.07062
1634248800000,1.07061,1.07137,1.07061,1.07109
1634252400000,1.07109,1.07142,1.07107,1.07136
1634256000000,1.07137,1.07168,1.07121,1.07164
1634259600000,1.07163,1.07176,1.07146,1.0717
1634263200000,1.07171,1.07181,1.07146,1.0718
1634266800000,1.0718,1.0718,1.07128,1.07134
1634270400000,1.07135,1.07145,1.07126,1.07127
1634274000000,1.07126,1.07166,1.07107,1.07121
1634277600000,1.0712,1.07177,1.071,1.07165
1634281200000,1.07165,1.0725,1.07152,1.07198
1634284800000,1.072,1.07207,1.07089,1.07117
1634288400000,1.07118,1.07182,1.07104,1.07134
1634292000000,1.07133,1.07235,1.07116,1.07222
1634295600000,1.07222,1.0731,1.07187,1.0725
1634299200000,1.0725,1.07394,1.0724,1.07349
1634302800000,1.07348,1.07361,1.07232,1.07234
1634306400000,1.07229,1.07269,1.07108,1.07115
1634310000000,1.07112,1.07154,1.07078,1.07135
1634313600000,1.07136,1.07149,1.07112,1.07137
1634317200000,1.07136,1.07138,1.07111,1.07127
1634320800000,1.07127,1.07148,1.07096,1.07096
1634324400000,1.07094,1.07099,1.07021,1.07036
1634328000000,1.07035,1.07086,1.07005,1.07013
1634331600000,1.07013,1.07013,1.07013,1.07013
1634335200000,1.07013,1.07013,1.07013,1.07013
1634338800000,1.07013,1.07013,1.07013,1.07013
1634342400000,1.07013,1.07013,1.07013,1.07013
1634346000000,1.07013,1.07013,1.07013,1.07013
1634349600000,1.07013,1.07013,1.07013,1.07013
1634353200000,1.07013,1.07013,1.07013,1.07013
1634356800000,1.07013,1.07013,1.07013,1.07013
1634360400000,1.07013,1.07013,1.07013,1.07013
1634364000000,1.07013,1.07013,1.07013,1.07013
1634367600000,1.07013,1.07013,1.07013,1.07013
1634371200000,1.07013,1.07013,1.07013,1.07013
1634374800000,1.07013,1.07013,1.07013,1.07013
1634378400000,1.07013,1.07013,1.07013,1.07013
1634382000000,1.07013,1.07013,1.07013,1.07013
1634385600000,1.07013,1.07013,1.07013,1.07013
1634389200000,1.07013,1.07013,1.07013,1.07013
1634392800000,1.07013,1.07013,1.07013,1.07013
1634396400000,1.07013,1.07013,1.07013,1.07013
1634400000000,1.07013,1.07013,1.07013,1.07013
1634403600000,1.07013,1.07013,1.07013,1.07013
1634407200000,1.07013,1.07013,1.07013,1.07013
1634410800000,1.07013,1.07013,1.07013,1.07013
1634414400000,1.07013,1.07013,1.07013,1.07013
1634418000000,1.07013,1.07013,1.07013,1.07013
1634421600000,1.07013,1.07013,1.07013,1.07013
1634425200000,1.07013,1.07013,1.07013,1.07013
1634428800000,1.07013,1.07013,1.07013,1.07013
1634432400000,1.07013,1.07013,1.07013,1.07013
1634436000000,1.07013,1.07013,1.07013,1.07013
1634439600000,1.07013,1.07013,1.07013,1.07013
1634443200000,1.07013,1.07013,1.07013,1.07013
1634446800000,1.07013,1.07013,1.07013,1.07013
1634450400000,1.07013,1.07013,1.07013,1.07013
1634454000000,1.07013,1.07013,1.07013,1.07013
1634457600000,1.07013,1.07013,1.07013,1.07013
1634461200000,1.07013,1.07013,1.07013,1.07013
1634464800000,1.07013,1.07013,1.07013,1.07013
1634468400000,1.07013,1.07013,1.07013,1.07013
1634472000000,1.07013,1.07013,1.07013,1.07013
1634475600000,1.07013,1.07013,1.07013,1.07013
1634479200000,1.07013,1.07013,1.07013,1.07013
1634482800000,1.07013,1.07013,1.07013,1.07013
1634486400000,1.07013,1.07013,1.07013,1.07013
1634490000000,1.07013,1.07013,1.07013,1.07013
1634493600000,1.07013,1.07013,1.07013,1.07013
1634497200000,1.07013,1.07013,1.07013,1.07013
1634500800000,1.07013,1.07013,1.07013,1.07013
1634504400000,1.07096,1.07158,1.07062,1.0712
1634508000000,1.07114,1.0718,1.07068,1.0708
1634511600000,1.07078,1.07109,1.0706,1.07101
1634515200000,1.07101,1.07111,1.07058,1.07071
1634518800000,1.07072,1.07096,1.07032,1.07093
1634522400000,1.07094,1.07108,1.07071,1.07095
1634526000000,1.07096,1.07129,1.07094,1.07108
1634529600000,1.07108,1.07125,1.07095,1.07109
1634533200000,1.07113,1.07133,1.07087,1.07116
1634536800000,1.07117,1.07198,1.07096,1.07156
1634540400000,1.07155,1.07283,1.07135,1.07281
1634544000000,1.07282,1.07298,1.07211,1.07277
1634547600000,1.07278,1.07306,1.07224,1.07304
1634551200000,1.07304,1.07354,1.07262,1.07279
1634554800000,1.07278,1.07283,1.07154,1.07196
1634558400000,1.07197,1.07223,1.07094,1.07196
1634562000000,1.07195,1.07273,1.07157,1.07217
1634565600000,1.07216,1.07251,1.07158,1.07178
1634569200000,1.07178,1.07213,1.07155,1.07168
1634572800000,1.07167,1.07218,1.07167,1.07202
1634576400000,1.07204,1.07221,1.07165,1.07175
1634580000000,1.07174,1.07185,1.07156,1.0718
1634583600000,1.0718,1.07193,1.07161,1.07177
1634587200000,1.07177,1.07261,1.07173,1.07217
1634590800000,1.07217,1.07264,1.07115,1.07259
1634594400000,1.07259,1.07268,1.07234,1.0724
1634598000000,1.07239,1.07256,1.07236,1.07251
1634601600000,1.07251,1.07297,1.07242,1.07264
1634605200000,1.07264,1.07291,1.07248,1.07284
1634608800000,1.07283,1.07339,1.07273,1.07337
1634612400000,1.07338,1.07338,1.07265,1.07327
1634616000000,1.07327,1.07327,1.07268,1.07273
1634619600000,1.07275,1.07301,1.07246,1.07252
1634623200000,1.07254,1.07305,1.07207,1.07218
1634626800000,1.07216,1.07279,1.07203,1.07264
1634630400000,1.07263,1.07289,1.07103,1.07194
1634634000000,1.07196,1.07198,1.07105,1.0716
1634637600000,1.0716,1.07197,1.07142,1.0715
1634641200000,1.07149,1.07179,1.07128,1.07147
1634644800000,1.07146,1.07174,1.07125,1.07134
1634648400000,1.07135,1.07169,1.07112,1.07151
1634652000000,1.0715,1.07274,1.07143,1.07247
1634655600000,1.07248,1.07345,1.07248,1.07342
1634659200000,1.07342,1.07376,1.07322,1.07368
1634662800000,1.07369,1.07398,1.07361,1.07378
1634666400000,1.07379,1.07395,1.07371,1.07386
1634670000000,1.07385,1.07403,1.07371,1.07379
1634673600000,1.0738,1.07388,1.07334,1.07369
1634677200000,1.07369,1.07369,1.07301,1.0733
1634680800000,1.07332,1.07378,1.0733,1.07368
1634684400000,1.07369,1.07382,1.07341,1.07369
1634688000000,1.07368,1.07522,1.07353,1.07518
1634691600000,1.07518,1.07565,1.07487,1.07563
1634695200000,1.07564,1.07583,1.07522,1.07565
1634698800000,1.07565,1.0759,1.0756,1.0759
1634702400000,1.07589,1.07637,1.07587,1.07616
1634706000000,1.07616,1.07649,1.07597,1.07632
1634709600000,1.07635,1.07635,1.07498,1.07526
1634713200000,1.07525,1.07525,1.07425,1.07499
1634716800000,1.07501,1.0752,1.07445,1.07506
1634720400000,1.07505,1.07514,1.07395,1.07403
1634724000000,1.07403,1.07445,1.07351,1.07362
1634727600000,1.07362,1.07448,1.07345,1.07416
1634731200000,1.07416,1.0742,1.07296,1.07308
1634734800000,1.07309,1.0731,1.07198,1.0723
1634738400000,1.07229,1.07258,1.07113,1.07122
1634742000000,1.07121,1.07141,1.07052,1.07091
1634745600000,1.0709,1.07139,1.07085,1.07114
1634749200000,1.07114,1.07145,1.07077,1.07084
1634752800000,1.07085,1.07117,1.07082,1.07109
1634756400000,1.07109,1.07111,1.07067,1.07077
1634760000000,1.07077,1.07085,1.07049,1.07058
1634763600000,1.07046,1.07065,1.07039,1.07058
1634767200000,1.07049,1.0707,1.07044,1.07054
1634770800000,1.07054,1.07092,1.07051,1.0708
1634774400000,1.0708,1.07117,1.07061,1.07108
1634778000000,1.07109,1.0717,1.07107,1.07163
1634781600000,1.07162,1.07178,1.07134,1.07163
1634785200000,1.07162,1.07173,1.07142,1.07145
1634788800000,1.07143,1.07148,1.07057,1.07067
1634792400000,1.07069,1.07112,1.07069,1.07089
1634796000000,1.07091,1.07098,1.07044,1.07074
1634799600000,1.07073,1.07141,1.0704,1.07133
1634803200000,1.07133,1.07137,1.07021,1.07058
1634806800000,1.07059,1.07059,1.06957,1.06978
1634810400000,1.06979,1.06979,1.06939,1.06947
1634814000000,1.06947,1.06962,1.06864,1.0689
1634817600000,1.0689,1.06918,1.06837,1.06865
1634821200000,1.06866,1.06867,1.0681,1.06836
1634824800000,1.06837,1.06928,1.06827,1.06855
1634828400000,1.06857,1.06865,1.06793,1.06801
1634832000000,1.068,1.06831,1.0678,1.06821
1634835600000,1.06823,1.06852,1.06821,1.06837
1634839200000,1.06837,1.06841,1.06747,1.06759
1634842800000,1.06759,1.06759,1.0671,1.06731
1634846400000,1.0673,1.0675,1.06718,1.06723
1634850000000,1.06711,1.0676,1.06682,1.06729
1634853600000,1.06729,1.0676,1.06726,1.06741
1634857200000,1.0674,1.06741,1.0672,1.0673
1634860800000,1.06731,1.06769,1.06718,1.06757
1634864400000,1.06756,1.06793,1.06739,1.06744
1634868000000,1.06744,1.06748,1.06696,1.06703
1634871600000,1.06703,1.06723,1.06697,1.06713
1634875200000,1.06712,1.06732,1.06699,1.06712
1634878800000,1.06712,1.06733,1.06703,1.06727
1634882400000,1.06728,1.06758,1.06695,1.06736
1634886000000,1.06734,1.06821,1.06724,1.06755
1634889600000,1.06754,1.06762,1.06709,1.06762
1634893200000,1.06761,1.06792,1.06702,1.06707
1634896800000,1.06708,1.06729,1.0667,1.06671
1634900400000,1.06672,1.06733,1.06664,1.06701
1634904000000,1.06702,1.06715,1.06609,1.06633
1634907600000,1.06634,1.0664,1.06595,1.06606
1634911200000,1.06605,1.06678,1.06584,1.06664
1634914800000,1.06667,1.06714,1.06588,1.06613
1634918400000,1.06613,1.06647,1.06594,1.06625
1634922000000,1.06626,1.06674,1.06608,1.06657
1634925600000,1.06656,1.06668,1.06604,1.06604
1634929200000,1.06604,1.06671,1.06604,1.06644
1634932800000,1.06645,1.06675,1.0659,1.0659
1634936400000,1.0659,1.0659,1.0659,1.0659
1634940000000,1.0659,1.0659,1.0659,1.0659
1634943600000,1.0659,1.0659,1.0659,1.0659
1634947200000,1.0659,1.0659,1.0659,1.0659
1634950800000,1.0659,1.0659,1.0659,1.0659
1634954400000,1.0659,1.0659,1.0659,1.0659
1634958000000,1.0659,1.0659,1.0659,1.0659
1634961600000,1.0659,1.0659,1.0659,1.0659
1634965200000,1.0659,1.0659,1.0659,1.0659
1634968800000,1.0659,1.0659,1.0659,1.0659
1634972400000,1.0659,1.0659,1.0659,1.0659
1634976000000,1.0659,1.0659,1.0659,1.0659
1634979600000,1.0659,1.0659,1.0659,1.0659
1634983200000,1.0659,1.0659,1.0659,1.0659
1634986800000,1.0659,1.0659,1.0659,1.0659
1634990400000,1.0659,1.0659,1.0659,1.0659
1634994000000,1.0659,1.0659,1.0659,1.0659
1634997600000,1.0659,1.0659,1.0659,1.0659
1635001200000,1.0659,1.0659,1.0659,1.0659
1635004800000,1.0659,1.0659,1.0659,1.0659
1635008400000,1.0659,1.0659,1.0659,1.0659
1635012000000,1.0659,1.0659,1.0659,1.0659
1635015600000,1.0659,1.0659,1.0659,1.0659
1635019200000,1.0659,1.0659,1.0659,1.0659
1635022800000,1.0659,1.0659,1.0659,1.0659
1635026400000,1.0659,1.0659,1.0659,1.0659
1635030000000,1.0659,1.0659,1.0659,1.0659
1635033600000,1.0659,1.0659,1.0659,1.0659
1635037200000,1.0659,1.0659,1.0659,1.0659
1635040800000,1.0659,1.0659,1.0659,1.0659
1635044400000,1.0659,1.0659,1.0659,1.0659
1635048000000,1.0659,1.0659,1.0659,1.0659
1635051600000,1.0659,1.0659,1.0659,1.0659
1635055200000,1.0659,1.0659,1.0659,1.0659
1635058800000,1.0659,1.0659,1.0659,1.0659
1635062400000,1.0659,1.0659,1.0659,1.0659
1635066000000,1.0659,1.0659,1.0659,1.0659
1635069600000,1.0659,1.0659,1.0659,1.0659
1635073200000,1.0659,1.0659,1.0659,1.0659
1635076800000,1.0659,1.0659,1.0659,1.0659
1635080400000,1.0659,1.0659,1.0659,1.0659
1635084000000,1.0659,1.0659,1.0659,1.0659
1635087600000,1.0659,1.0659,1.0659,1.0659
1635091200000,1.0659,1.0659,1.0659,1.0659
1635094800000,1.0659,1.0659,1.0659,1.0659
1635098400000,1.0659,1.0659,1.0659,1.0659
1635102000000,1.0659,1.0659,1.0659,1.0659
1635105600000,1.0659,1.0659,1.0659,1.0659
1635109200000,1.06586,1.06662,1.06563,1.0664
1635112800000,1.06642,1.06684,1.06639,1.06679
1635116400000,1.0668,1.06698,1.06668,1.0669
1635120000000,1.06689,1.06708,1.06639,1.06686
1635123600000,1.06687,1.0676,1.06682,1.06733
1635127200000,1.06733,1.06742,1.06706,1.06725
1635130800000,1.06727,1.06767,1.06713,1.06735
1635134400000,1.06736,1.0674,1.06705,1.06705
1635138000000,1.06706,1.06735,1.06699,1.06723
1635141600000,1.06724,1.06821,1.06703,1.06791
1635145200000,1.0679,1.06892,1.06738,1.06853
1635148800000,1.06855,1.06916,1.06819,1.0688
1635152400000,1.0688,1.06919,1.06827,1.06867
1635156000000,1.06868,1.06871,1.06809,1.06834
1635159600000,1.06834,1.06837,1.06668,1.06678
1635163200000,1.06678,1.0672,1.0662,1.06658
1635166800000,1.06657,1.06663,1.06594,1.06648
1635170400000,1.06648,1.068,1.0658,1.0676
1635174000000,1.06762,1.06792,1.0671,1.06725
1635177600000,1.06724,1.06758,1.06705,1.06756
1635181200000,1.06757,1.06771,1.06718,1.06767
1635184800000,1.06766,1.06784,1.06753,1.06779
1635188400000,1.06779,1.06797,1.0677,1.06793
1635192000000,1.06795,1.06808,1.06772,1.06772
1635195600000,1.06772,1.06793,1.06653,1.06698
1635199200000,1.06697,1.06799,1.06697,1.06781
1635202800000,1.0678,1.06797,1.06769,1.06786
1635206400000,1.06786,1.06826,1.06768,1.06825
1635210000000,1.06826,1.06861,1.06814,1.06827
1635213600000,1.06827,1.0685,1.06804,1.06814
1635217200000,1.06814,1.06815,1.06786,1.06801
1635220800000,1.06803,1.06832,1.06796,1.06831
1635224400000,1.0683,1.06855,1.06814,1.06838
1635228000000,1.06839,1.06854,1.06768,1.06809
1635231600000,1.06807,1.06991,1.06748,1.06973
1635235200000,1.06974,1.0703,1.06942,1.06957
1635238800000,1.06957,1.06979,1.06888,1.06908
1635242400000,1.06907,1.06947,1.06793,1.06833
1635246000000,1.06833,1.06869,1.0678,1.06795
1635249600000,1.06795,1.06872,1.06788,1.06826
1635253200000,1.06825,1.06862,1.06764,1.068
1635256800000,1.06799,1.06818,1.06689,1.06699
1635260400000,1.06699,1.06714,1.06652,1.06671
1635264000000,1.0667,1.06674,1.06628,1.06649
1635267600000,1.06649,1.06665,1.06607,1.06654
1635271200000,1.06654,1.06674,1.06654,1.06665
1635274800000,1.06666,1.06672,1.06654,1.06663
1635278400000,1.06665,1.06682,1.06646,1.06649
1635282000000,1.06649,1.06667,1.06601,1.06638
1635285600000,1.06638,1.06662,1.06627,1.06658
1635289200000,1.06659,1.06672,1.06645,1.06655
1646179200000,1.02259,1.0229,1.02178,1.02274
1646182800000,1.02274,1.02335,1.02257,1.02314
1646186400000,1.02315,1.02363,1.02241,1.02341
1646190000000,1.02342,1.02373,1.02233,1.02252
1646193600000,1.02253,1.02268,1.02224,1.02249
1646197200000,1.02251,1.02269,1.02156,1.02159
1646200800000,1.0216,1.02174,1.02027,1.02044
1646204400000,1.02044,1.02161,1.01934,1.01966
1646208000000,1.01966,1.02069,1.01895,1.01902
1646211600000,1.01901,1.01946,1.01589,1.01635
1646215200000,1.01634,1.0199,1.01611,1.01975
1646218800000,1.0198,1.02066,1.01916,1.02054
1646222400000,1.02048,1.0222,1.02007,1.02213
1646226000000,1.02214,1.02217,1.02031,1.02145
1646229600000,1.02145,1.02271,1.02052,1.02227
1646233200000,1.02226,1.02239,1.02111,1.02164
1646236800000,1.02164,1.02631,1.02131,1.02337
1646240400000,1.02338,1.0239,1.0219,1.02384
1646244000000,1.02385,1.02485,1.02367,1.02433
1646247600000,1.02434,1.02488,1.02393,1.02418
1646251200000,1.02415,1.02432,1.02354,1.02418
1646254800000,1.02418,1.02423,1.02275,1.02275
1646258400000,1.02303,1.0237,1.02233,1.0232
1646262000000,1.02317,1.02355,1.02266,1.02289
1646265600000,1.02287,1.02323,1.02216,1.02259
1646269200000,1.02262,1.02275,1.02189,1.02226
1646272800000,1.02227,1.02263,1.02173,1.02235
1646276400000,1.02234,1.02272,1.02175,1.02265
1646280000000,1.02265,1.02295,1.02161,1.02162
1646283600000,1.02161,1.02183,1.02149,1.02168
1646287200000,1.02168,1.02199,1.02067,1.02086
1646290800000,1.02085,1.02119,1.01976,1.02056
1646294400000,1.02055,1.02138,1.01911,1.0196
1646298000000,1.01961,1.01988,1.01871,1.01911
1646301600000,1.01909,1.02048,1.01891,1.0195
1646305200000,1.01948,1.02054,1.01855,1.02048
1646308800000,1.02048,1.02052,1.01907,1.01931
1646312400000,1.0193,1.01988,1.01855,1.01984
1646316000000,1.01982,1.02015,1.01737,1.01762
1646319600000,1.01763,1.0186,1.01703,1.01805
1646323200000,1.01803,1.01809,1.01639,1.01748
1646326800000,1.01748,1.01825,1.016,1.01648
1646330400000,1.01648,1.01705,1.01621,1.01667
1646334000000,1.01669,1.0174,1.016,1.01617
1646337600000,1.01617,1.01646,1.016,1.01642
1646341200000,1.01642,1.01665,1.01498,1.01519
1646344800000,1.01519,1.0154,1.01471,1.01539
1646348400000,1.01539,1.01573,1.01499,1.01564
1646352000000,1.01565,1.01575,1.0117,1.01237
1646355600000,1.01236,1.01568,1.01204,1.01564
1646359200000,1.01563,1.01565,1.01335,1.01349
1646362800000,1.01349,1.0136,1.01259,1.01299
1646366400000,1.01298,1.01369,1.01272,1.01367
1646370000000,1.01368,1.01393,1.01296,1.01349
1646373600000,1.01348,1.01396,1.01215,1.01232
1646377200000,1.01232,1.01307,1.01146,1.01176
1646380800000,1.01176,1.01259,1.01131,1.01165
1646384400000,1.01165,1.01258,1.01165,1.012
1646388000000,1.01199,1.01228,1.01014,1.01019
1646391600000,1.01019,1.01048,1.00704,1.00733
1646395200000,1.00734,1.00794,1.00441,1.0046
1646398800000,1.00461,1.00569,1.0025,1.00367
1646402400000,1.00366,1.00502,1.00194,1.00224
1646406000000,1.00223,1.00347,1.00187,1.00303
1646409600000,1.00304,1.00348,1.00179,1.00186
1646413200000,1.00188,1.00363,1.00185,1.00356
1646416800000,1.00358,1.00471,1.00309,1.00394
1646420400000,1.00394,1.00413,1.00193,1.00206
1646424000000,1.00205,1.00279,1.00189,1.0025
1646427600000,1.00253,1.00288,1.00167,1.00259
1646431200000,1.00259,1.00259,1.00259,1.00259
1646434800000,1.00259,1.00259,1.00259,1.00259
1646438400000,1.00259,1.00259,1.00259,1.00259
1646442000000,1.00259,1.00259,1.00259,1.00259
1646445600000,1.00259,1.00259,1.00259,1.00259
1646449200000,1.00259,1.00259,1.00259,1.00259
1646452800000,1.00259,1.00259,1.00259,1.00259
1646456400000,1.00259,1.00259,1.00259,1.00259
1646460000000,1.00259,1.00259,1.00259,1.00259
1646463600000,1.00259,1.00259,1.00259,1.00259
1646467200000,1.00259,1.00259,1.00259,1.00259
1646470800000,1.00259,1.00259,1.00259,1.00259
1646474400000,1.00259,1.00259,1.00259,1.00259
1646478000000,1.00259,1.00259,1.00259,1.00259
1646481600000,1.00259,1.00259,1.00259,1.00259
1646485200000,1.00259,1.00259,1.00259,1.00259
1646488800000,1.00259,1.00259,1.00259,1.00259
1646492400000,1.00259,1.00259,1.00259,1.00259
1646496000000,1.00259,1.00259,1.00259,1.00259
1646499600000,1.00259,1.00259,1.00259,1.00259
1646503200000,1.00259,1.00259,1.00259,1.00259
1646506800000,1.00259,1.00259,1.00259,1.00259
1646510400000,1.00259,1.00259,1.00259,1.00259
1646514000000,1.00259,1.00259,1.00259,1.00259
1646517600000,1.00259,1.00259,1.00259,1.00259
1646521200000,1.00259,1.00259,1.00259,1.00259
1646524800000,1.00259,1.00259,1.00259,1.00259
1646528400000,1.00259,1.00259,1.00259,1.00259
1646532000000,1.00259,1.00259,1.00259,1.00259
1646535600000,1.00259,1.00259,1.00259,1.00259
1646539200000,1.00259,1.00259,1.00259,1.00259
1646542800000,1.00259,1.00259,1.00259,1.00259
1646546400000,1.00259,1.00259,1.00259,1.00259
1646550000000,1.00259,1.00259,1.00259,1.00259
1646553600000,1.00259,1.00259,1.00259,1.00259
1646557200000,1.00259,1.00259,1.00259,1.00259
1646560800000,1.00259,1.00259,1.00259,1.00259
1646564400000,1.00259,1.00259,1.00259,1.00259
1646568000000,1.00259,1.00259,1.00259,1.00259
1646571600000,1.00259,1.00259,1.00259,1.00259
1646575200000,1.00259,1.00259,1.00259,1.00259
1646578800000,1.00259,1.00259,1.00259,1.00259
1646582400000,1.00259,1.00259,1.00259,1.00259
1646586000000,1.00259,1.00259,1.00259,1.00259
1646589600000,1.00259,1.00259,1.00259,1.00259
1646593200000,1.00259,1.00259,1.00259,1.00259
1646596800000,1.00259,1.00259,1.00259,1.00259
1646600400000,1.00259,1.00259,1.00259,1.00259
1646604000000,1.00175,1.00186,1.00127,1.00184
1646607600000,1.00177,1.00183,0.99825,1.00053
1646611200000,1.00054,1.00162,0.99977,1.00003
1646614800000,1.00003,1.00016,0.99717,0.99847
1646618400000,0.99847,0.99943,0.99781,0.9984
1646622000000,0.9984,1.0012,0.99797,1.00014
1646625600000,1.00013,1.00092,0.99968,1.00087
1646629200000,1.00086,1.002,1.00042,1.00121
1646632800000,1.00122,1.00203,1.00095,1.00098
1646636400000,1.00097,1.00297,1.00087,1.00094
1646640000000,1.00093,1.00233,1.00065,1.0022
1646643600000,1.0022,1.00476,1.00194,1.00386
1646647200000,1.00387,1.00414,1.00024,1.00214
1646650800000,1.00215,1.0052,1.00213,1.0047
1646654400000,1.0047,1.00863,1.00419,1.00685
1646658000000,1.00686,1.00833,1.00624,1.00755
1646661600000,1.00755,1.00978,1.00735,1.00768
1646665200000,1.00767,1.00852,1.00666,1.00685
1646668800000,1.00685,1.00698,1.00575,1.00645
1646672400000,1.00645,1.00796,1.00601,1.00757
1646676000000,1.00756,1.00913,1.00666,1.00693
1646679600000,1.00692,1.00803,1.00414,1.00436
1646683200000,1.00435,1.00631,1.00426,1.00616
1646686800000,1.00615,1.0062,1.00425,1.00446
1646690400000,1.00434,1.00492,1.00406,1.00478
1646694000000,1.00477,1.00559,1.00466,1.00548
1646697600000,1.00548,1.00594,1.00468,1.00516
1646701200000,1.00515,1.00691,1.00489,1.00664
1646704800000,1.00664,1.00721,1.00573,1.00598
1646708400000,1.00597,1.00647,1.00558,1.00586
1646712000000,1.00585,1.00626,1.00564,1.00584
1646715600000,1.00583,1.00601,1.00532,1.00563
1646719200000,1.00563,1.006,1.00499,1.00524
1646722800000,1.00526,1.00737,1.0048,1.00665
1646726400000,1.00666,1.01137,1.00601,1.01012
1646730000000,1.01013,1.01124,1.00857,1.01111
1646733600000,1.01112,1.0112,1.00886,1.00984
1646737200000,1.00986,1.00996,1.00755,1.00835
1646740800000,1.00836,1.01149,1.00836,1.0114
1646744400000,1.01139,1.01336,1.00999,1.01318
1646748000000,1.01318,1.01318,1.01121,1.01178
1646751600000,1.01177,1.01244,1.00967,1.01024
1646755200000,1.01024,1.0127,1.01018,1.01195
1646758800000,1.01195,1.01763,1.0119,1.01635
1646762400000,1.01634,1.01769,1.01321,1.01402
1646766000000,1.01399,1.014,1.01288,1.01342
1646769600000,1.01344,1.01389,1.01277,1.01312
1646773200000,1.01307,1.01385,1.01231,1.01231
1646776800000,1.01222,1.0129,1.01165,1.01272
1646780400000,1.01272,1.01371,1.01262,1.01302
1646784000000,1.01305,1.01452,1.01277,1.01446
1646787600000,1.01446,1.01518,1.01438,1.01444
1646791200000,1.01444,1.01504,1.01431,1.01453
1646794800000,1.01451,1.01466,1.01311,1.01332
1646798400000,1.01333,1.01389,1.01333,1.01366
1646802000000,1.01366,1.01406,1.01321,1.01338
1646805600000,1.01339,1.01398,1.01322,1.01381
1646809200000,1.0138,1.01451,1.0131,1.01391
1646812800000,1.01392,1.01718,1.01325,1.01696
1646816400000,1.01697,1.01834,1.01615,1.01775
1646820000000,1.01775,1.01981,1.01716,1.01732
1646823600000,1.01731,1.01829,1.01591,1.01808
1646827200000,1.01806,1.0196,1.01735,1.01935
1646830800000,1.01936,1.0222,1.01916,1.02211
1646834400000,1.02212,1.02545,1.02131,1.02434
1646838000000,1.02434,1.02493,1.02206,1.02342
1646841600000,1.02346,1.02651,1.02334,1.02562
1646845200000,1.02561,1.02701,1.02515,1.02688
1646848800000,1.02689,1.02709,1.02536,1.02565
1646852400000,1.02564,1.02622,1.02526,1.02621
1646856000000,1.02618,1.02647,1.02489,1.02542
1646859600000,1.02543,1.02629,1.02533,1.02611
1646863200000,1.02611,1.02611,1.02465,1.02531
1646866800000,1.02531,1.02616,1.02528,1.02596
1646870400000,1.02596,1.02598,1.02482,1.02521
1646874000000,1.02522,1.02564,1.02485,1.0254
1646877600000,1.0254,1.02588,1.02527,1.02548
1646881200000,1.02549,1.02631,1.02521,1.02628
1646884800000,1.02629,1.02634,1.0256,1.02574
1646888400000,1.02574,1.02612,1.02561,1.02583
1646892000000,1.02584,1.02588,1.02423,1.02437
1646895600000,1.02437,1.02637,1.02432,1.02598
1646899200000,1.02598,1.026,1.02247,1.0228
1646902800000,1.0228,1.02587,1.0228,1.02328
